# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
#Institution	Counterparty	starting_date	finish_date	interes_rate	amount
8	13	09/06/2014	01/09/2017	11	901466
8	13	09/06/2014	21/02/2018	13	4828984
8	13	09/06/2014	12/03/2018	14	1176299
8	13	09/06/2014	22/01/2018	8	4483223
8	13	09/06/2014	25/12/2017	13	4457458
8	13	09/06/2014	14/12/2017	15	815243
8	13	09/06/2014	15/12/2017	7	2587379
8	13	09/06/2014	03/02/2018	15	2322846
8	13	09/06/2014	23/10/2017	14	1758187
8	13	09/06/2014	12/02/2018	13	2696191
8	13	09/06/2014	25/02/2018	9	4752418
8	13	09/06/2014	19/11/2017	15	2428245
8	13	09/06/2014	24/11/2017	5	1761247
8	13	09/06/2014	22/09/2017	5	1165860
8	13	09/06/2014	18/01/2018	6	1325551
8	13	09/06/2014	11/11/2017	14	1961437
8	13	09/06/2014	08/09/2017	8	4339048
8	13	09/06/2014	10/01/2018	12	3016144
8	13	09/06/2014	08/11/2017	13	4040665
8	13	09/06/2014	19/12/2017	15	158663
8	13	09/06/2014	30/12/2017	6	3914176
8	13	09/06/2014	04/12/2017	10	4459793
8	13	09/06/2014	23/02/2018	15	2677014
8	13	09/06/2014	19/09/2017	12	1629797
8	13	09/06/2014	25/10/2017	6	1568482
8	13	09/06/2014	27/09/2017	7	3809749
8	13	09/06/2014	11/01/2018	8	1652096
8	13	09/06/2014	19/10/2017	9	4795123
8	13	09/06/2014	02/12/2017	5	4310263
8	13	09/06/2014	15/09/2017	13	3257448
8	13	09/06/2014	02/10/2017	5	4515305
8	13	09/06/2014	17/10/2017	13	1966762
8	13	09/06/2014	07/12/2017	6	991152
8	13	09/06/2014	21/11/2017	9	489539
8	13	09/06/2014	15/02/2018	6	1437920
8	13	09/06/2014	14/10/2017	11	2227018
8	13	09/06/2014	10/11/2017	13	3596827
8	13	09/06/2014	05/02/2018	9	1611548
8	13	09/06/2014	28/09/2017	12	2136327
8	13	09/06/2014	09/09/2017	12	847757
8	13	09/06/2014	10/09/2017	14	3544029
8	13	09/06/2014	18/10/2017	11	113282
8	13	09/06/2014	26/09/2017	12	4039556
8	13	09/06/2014	09/11/2017	5	4668279
8	13	09/06/2014	18/11/2017	8	274365
8	13	09/06/2014	07/01/2018	12	2354233
8	13	09/06/2014	04/03/2018	13	3724055
8	13	09/06/2014	15/03/2018	8	4882319
8	13	09/06/2014	01/03/2018	12	755186
8	13	09/06/2014	09/11/2017	13	1596697
8	13	09/06/2014	22/10/2017	9	4146824
2	45	05/06/2017	06/11/2017	8	922265
2	45	05/06/2017	14/09/2017	10	1304572
2	45	05/06/2017	05/02/2018	5	2915518
2	45	05/06/2017	13/09/2017	13	4112712
2	45	05/06/2017	01/12/2017	15	4839729
2	45	05/06/2017	23/12/2017	6	3889131
2	45	05/06/2017	26/01/2018	14	4045397
2	45	05/06/2017	03/03/2018	10	366813
2	45	05/06/2017	10/03/2018	14	1338272
2	45	05/06/2017	12/12/2017	11	4056769
2	45	05/06/2017	04/11/2017	13	3992896
2	45	05/06/2017	14/10/2017	11	4402235
2	45	05/06/2017	03/01/2018	11	1932667
2	45	05/06/2017	08/10/2017	8	2986754
2	45	05/06/2017	01/10/2017	9	1498743
2	45	05/06/2017	11/10/2017	12	2666076
2	45	05/06/2017	17/11/2017	14	3993140
2	45	05/06/2017	30/10/2017	8	1254053
2	45	05/06/2017	28/01/2018	5	3482579
2	45	05/06/2017	05/11/2017	5	2801100
2	45	05/06/2017	15/11/2017	8	2358886
2	45	05/06/2017	24/09/2017	9	3848461
2	45	05/06/2017	15/11/2017	5	2196187
2	45	05/06/2017	10/12/2017	6	2016448
2	45	05/06/2017	29/09/2017	13	2467930
2	45	05/06/2017	31/12/2017	6	3975529
2	45	05/06/2017	09/03/2018	9	3506998
2	45	05/06/2017	26/11/2017	12	840770
2	45	05/06/2017	06/12/2017	9	1959456
2	45	05/06/2017	07/10/2017	7	250051
2	45	05/06/2017	27/02/2018	11	453672
2	45	05/06/2017	22/10/2017	15	4486399
2	45	05/06/2017	02/01/2018	11	4020438
2	45	05/06/2017	25/10/2017	5	3267389
2	45	05/06/2017	19/01/2018	7	1211719
2	45	05/06/2017	03/09/2017	12	974072
2	45	05/06/2017	25/09/2017	8	4094281
2	45	05/06/2017	18/09/2017	15	4287479
2	45	05/06/2017	05/09/2017	13	1541550
2	45	05/06/2017	10/09/2017	14	3805002
2	45	05/06/2017	16/09/2017	5	4138400
2	45	05/06/2017	06/09/2017	5	4611296
2	45	05/06/2017	23/12/2017	5	2552479
2	45	05/06/2017	27/02/2018	15	1958647
2	45	05/06/2017	12/09/2017	7	1683381
2	45	05/06/2017	29/09/2017	6	2994206
2	45	05/06/2017	04/11/2017	5	146859
2	45	05/06/2017	10/11/2017	15	1125777
2	45	05/06/2017	10/12/2017	7	2463311
2	45	05/06/2017	14/01/2018	10	934465
2	45	05/06/2017	02/01/2018	6	1539803
2	45	05/06/2017	24/10/2017	14	3441162
2	45	05/06/2017	07/10/2017	10	3075030
2	45	05/06/2017	14/02/2018	5	1459580
2	45	05/06/2017	29/01/2018	12	3479908
2	45	05/06/2017	29/09/2017	15	1234569
2	45	05/06/2017	19/01/2018	13	79087
2	45	05/06/2017	21/11/2017	10	4660528
1	45	31/05/2017	28/10/2017	11	131179
9	12	22/06/2017	17/12/2017	11	3719721
10	12	27/06/2017	26/01/2018	5	1514447
2	45	29/09/2016	13/03/2018	5	4485168
2	45	29/09/2016	09/11/2017	12	2747239
2	45	29/09/2016	02/09/2017	15	2875342
2	45	29/09/2016	03/03/2018	7	4168057
2	45	29/09/2016	08/10/2017	5	861707
2	45	29/09/2016	29/10/2017	6	1264917
2	45	29/09/2016	08/02/2018	11	1074751
2	45	29/09/2016	17/12/2017	15	3315534
2	45	29/09/2016	08/12/2017	11	3950325
2	45	29/09/2016	18/02/2018	15	264296
2	45	29/09/2016	09/09/2017	6	3105355
2	45	29/09/2016	01/02/2018	12	2661191
2	45	29/09/2016	06/01/2018	13	3101065
2	45	29/09/2016	01/02/2018	9	3959639
2	45	29/09/2016	17/09/2017	7	4832558
2	45	29/09/2016	25/11/2017	7	2576923
2	45	29/09/2016	26/02/2018	15	2965605
2	45	29/09/2016	23/01/2018	9	4872879
2	45	29/09/2016	28/02/2018	10	4127281
2	45	29/09/2016	23/10/2017	14	1881842
11	26	31/07/2017	31/01/2018	13	2699102
11	26	31/07/2017	26/11/2017	8	1265996
12	28	31/07/2017	02/11/2017	11	715891
12	19	31/07/2017	15/01/2018	11	1346970
12	30	31/07/2017	06/10/2017	9	1670004
12	26	31/07/2017	15/01/2018	8	1064450
12	33	31/07/2017	06/09/2017	6	618375
12	43	31/07/2017	15/01/2018	11	181884
12	21	31/07/2017	15/11/2017	6	2209995
12	19	31/07/2017	16/02/2018	14	195326
12	26	31/07/2017	19/03/2018	12	4412217
12	35	31/07/2017	23/02/2018	6	617799
12	14	31/07/2017	28/10/2017	9	1013326
12	26	31/07/2017	13/12/2017	13	2139126
13	28	31/07/2017	07/01/2018	11	1305203
13	36	31/07/2017	31/12/2017	14	58994
14	27	31/07/2017	15/11/2017	12	903636
14	12	31/07/2017	16/10/2017	15	3996609
14	12	31/07/2017	06/12/2017	9	2431420
15	23	31/07/2017	25/11/2017	5	890732
15	28	31/07/2017	05/09/2017	14	2118024
15	17	31/07/2017	08/02/2018	5	9756
16	7	31/07/2017	02/10/2017	15	1560719
16	19	31/07/2017	07/12/2017	12	684919
16	26	31/07/2017	06/09/2017	14	2677743
16	1	31/07/2017	23/11/2017	7	231766
16	24	31/07/2017	06/11/2017	11	1378531
17	46	31/07/2017	31/12/2017	13	1472691
17	37	31/07/2017	02/12/2017	7	4557914
18	12	31/07/2017	16/10/2017	13	3117455
19	36	31/07/2017	25/09/2017	6	1708061
10	34	31/07/2017	01/10/2017	9	2610147
10	8	31/07/2017	27/09/2017	8	3995945
10	40	31/07/2017	26/01/2018	12	143182
10	26	31/07/2017	14/09/2017	9	845150
4	17	31/07/2017	07/02/2018	14	2303375
20	26	31/07/2017	06/12/2017	11	3026068
20	27	31/07/2017	29/12/2017	7	3434350
21	26	31/07/2017	09/11/2017	15	1983736
9	18	31/07/2017	19/03/2018	10	239374
9	28	31/07/2017	25/02/2018	14	3528881
22	5	31/07/2017	09/02/2018	7	561245
23	34	31/07/2017	25/10/2017	5	3219449
23	1	31/07/2017	22/11/2017	9	513016
23	41	31/07/2017	26/01/2018	7	1594395
23	8	31/07/2017	21/10/2017	5	3912880
23	5	31/07/2017	16/12/2017	11	4359618
24	7	31/07/2017	21/11/2017	13	2937832
25	1	31/07/2017	24/01/2018	12	4358460
25	36	31/07/2017	07/02/2018	5	390612
26	3	31/07/2017	03/10/2017	5	1633188
26	12	31/07/2017	07/12/2017	5	1785463
27	10	31/07/2017	04/09/2017	13	1440535
28	7	31/07/2017	11/09/2017	13	2736288
28	32	31/07/2017	30/01/2018	12	3265825
29	28	31/07/2017	17/03/2018	13	1941440
29	42	31/07/2017	25/12/2017	14	2702131
29	28	31/07/2017	24/02/2018	8	2861756
29	42	31/07/2017	01/09/2017	10	3868522
29	17	31/07/2017	25/10/2017	6	911229
30	12	01/08/2017	24/12/2017	12	3406423
31	12	31/07/2017	04/11/2017	9	3637174
32	47	31/07/2017	04/10/2017	6	1575390
32	26	31/07/2017	17/03/2018	11	3635761
32	28	31/07/2017	04/02/2018	5	4437923
12	31	01/08/2017	18/02/2018	12	308931
12	11	01/08/2017	12/02/2018	8	4486516
12	14	01/08/2017	09/02/2018	10	3320782
12	43	01/08/2017	09/01/2018	11	3430056
12	10	01/08/2017	17/02/2018	14	1197443
12	33	01/08/2017	03/09/2017	12	274360
12	18	01/08/2017	25/11/2017	15	1259138
12	14	01/08/2017	17/11/2017	5	2510093
12	34	01/08/2017	29/09/2017	10	2874198
12	35	01/08/2017	17/03/2018	7	579381
12	26	01/08/2017	06/01/2018	6	4795633
20	23	01/08/2017	25/11/2017	7	938480
13	16	01/08/2017	02/02/2018	11	1895514
13	15	01/08/2017	25/11/2017	11	109699
14	26	01/08/2017	13/09/2017	13	4823423
8	36	01/08/2017	20/11/2017	5	1658432
33	38	31/07/2017	16/12/2017	7	2633327
2	27	31/07/2017	06/10/2017	6	3486906
2	5	31/07/2017	23/01/2018	7	989852
9	24	01/08/2017	02/01/2018	5	3113861
9	28	01/08/2017	19/01/2018	5	1867996
9	5	01/08/2017	22/11/2017	11	4410690
9	24	01/08/2017	05/09/2017	6	1457899
9	18	01/08/2017	11/02/2018	14	1213728
19	16	01/08/2017	19/01/2018	11	3514602
21	26	01/08/2017	06/11/2017	10	2011748
15	29	01/08/2017	30/01/2018	12	2274377
16	26	01/08/2017	22/01/2018	11	28484
16	24	01/08/2017	06/12/2017	13	3010838
16	1	01/08/2017	28/02/2018	5	258662
10	34	01/08/2017	20/12/2017	15	1858147
10	7	01/08/2017	12/11/2017	9	2136651
34	10	01/08/2017	08/02/2018	9	997155
25	1	01/08/2017	25/12/2017	7	4554972
28	26	01/08/2017	25/02/2018	6	949974
28	26	01/08/2017	10/09/2017	14	3638540
28	41	01/08/2017	26/02/2018	9	536695
28	24	01/08/2017	12/11/2017	14	4006952
28	32	01/08/2017	23/10/2017	8	4655289
12	15	02/08/2017	10/11/2017	5	3570852
12	11	02/08/2017	20/09/2017	14	1127668
12	23	02/08/2017	11/09/2017	8	1982986
12	14	02/08/2017	29/11/2017	10	4569939
12	33	02/08/2017	13/12/2017	12	1033474
12	28	02/08/2017	18/09/2017	7	3552702
12	43	02/08/2017	02/09/2017	13	2821863
12	18	02/08/2017	09/03/2018	8	4891465
12	21	02/08/2017	13/09/2017	14	2056202
12	14	02/08/2017	27/12/2017	12	2873228
12	34	02/08/2017	30/11/2017	8	14543
12	28	02/08/2017	14/01/2018	11	622628
3	26	01/08/2017	22/02/2018	7	1636979
13	28	02/08/2017	13/02/2018	6	1658292
13	10	02/08/2017	18/01/2018	15	352199
13	41	02/08/2017	29/10/2017	10	963548
13	1	02/08/2017	09/10/2017	8	3523790
13	7	02/08/2017	07/12/2017	13	4441778
13	12	02/08/2017	20/02/2018	13	3217824
10	34	02/08/2017	14/10/2017	11	4300220
16	24	02/08/2017	10/11/2017	8	3618405
16	26	02/08/2017	14/11/2017	8	2910689
16	1	02/08/2017	13/11/2017	8	1285018
8	27	02/08/2017	15/11/2017	10	2668958
8	7	02/08/2017	10/01/2018	10	2396828
8	36	02/08/2017	08/09/2017	9	380454
19	16	02/08/2017	25/02/2018	6	833859
7	8	02/08/2017	04/12/2017	10	91509
9	24	02/08/2017	23/09/2017	8	3809079
9	24	02/08/2017	21/02/2018	10	1295594
9	28	02/08/2017	08/01/2018	5	148784
9	18	02/08/2017	06/03/2018	9	278183
9	17	02/08/2017	11/12/2017	15	1995537
33	38	01/08/2017	27/02/2018	8	1374773
35	12	02/08/2017	15/09/2017	15	1339949
33	38	02/08/2017	11/03/2018	13	1826531
29	28	02/08/2017	11/01/2018	15	868441
17	7	01/08/2017	17/02/2018	8	620116
17	26	01/08/2017	13/09/2017	15	405758
17	26	01/08/2017	12/03/2018	14	36508
17	46	01/08/2017	22/12/2017	6	828234
17	5	01/08/2017	16/01/2018	15	2336905
17	24	01/08/2017	12/09/2017	14	2952810
17	8	01/08/2017	16/11/2017	9	1072113
17	48	01/08/2017	19/12/2017	6	4256397
17	37	01/08/2017	28/10/2017	8	2639306
17	46	01/08/2017	16/12/2017	7	292866
17	46	02/08/2017	11/01/2018	9	4082715
17	37	02/08/2017	14/11/2017	12	2090472
17	46	02/08/2017	01/01/2018	13	2210485
25	1	02/08/2017	03/11/2017	13	1718287
25	36	02/08/2017	16/12/2017	8	2561621
25	12	02/08/2017	09/12/2017	7	4500871
30	12	03/08/2017	15/09/2017	8	2148810
3	5	02/08/2017	12/02/2018	12	1476087
3	42	02/08/2017	06/01/2018	7	408434
12	15	03/08/2017	11/11/2017	15	4803466
12	11	03/08/2017	16/12/2017	6	3757059
12	43	03/08/2017	11/10/2017	7	823145
12	33	03/08/2017	19/11/2017	9	526933
12	19	03/08/2017	21/02/2018	15	3070688
12	10	03/08/2017	12/02/2018	12	2994803
12	21	03/08/2017	04/10/2017	10	3895201
12	34	03/08/2017	18/11/2017	13	3328237
12	35	03/08/2017	26/12/2017	12	2656774
12	26	03/08/2017	16/10/2017	14	1578532
28	32	02/08/2017	22/01/2018	10	2391360
13	1	03/08/2017	13/09/2017	7	752300
16	19	03/08/2017	06/03/2018	12	3460711
16	7	03/08/2017	13/01/2018	7	2078112
16	26	03/08/2017	24/09/2017	9	3573690
16	24	03/08/2017	25/02/2018	11	2897962
16	1	03/08/2017	09/12/2017	14	93826
18	12	03/08/2017	16/10/2017	9	4453645
8	40	03/08/2017	05/02/2018	8	1119974
8	36	03/08/2017	04/12/2017	11	4787877
8	20	03/08/2017	10/10/2017	5	2940334
9	24	03/08/2017	16/10/2017	13	4232463
9	24	03/08/2017	24/11/2017	7	3328423
9	28	03/08/2017	26/10/2017	15	1013967
9	5	03/08/2017	18/12/2017	11	3452083
9	24	03/08/2017	21/02/2018	9	2831581
9	18	03/08/2017	09/09/2017	7	1384755
14	26	03/08/2017	20/01/2018	11	3637645
19	10	03/08/2017	07/10/2017	14	4543455
19	36	03/08/2017	08/11/2017	7	2505389
25	1	03/08/2017	01/11/2017	15	3178916
25	36	03/08/2017	27/12/2017	15	756635
25	43	03/08/2017	30/11/2017	10	2288141
23	41	03/08/2017	18/02/2018	9	2459303
23	5	03/08/2017	20/10/2017	13	1993657
28	5	03/08/2017	24/10/2017	14	3599183
28	24	03/08/2017	18/10/2017	13	1885666
28	24	03/08/2017	28/01/2018	9	4218751
28	27	03/08/2017	05/03/2018	10	1677281
28	41	03/08/2017	04/10/2017	9	1787883
28	7	03/08/2017	12/11/2017	7	796030
28	41	03/08/2017	17/12/2017	11	4317268
28	32	03/08/2017	10/01/2018	13	3852134
36	27	03/08/2017	10/11/2017	10	2910169
26	13	26/07/2017	25/11/2017	12	807547
31	12	03/08/2017	20/12/2017	5	975260
12	35	04/08/2017	20/12/2017	7	1644690
12	11	04/08/2017	16/12/2017	15	544447
12	33	04/08/2017	04/03/2018	6	599369
12	10	04/08/2017	05/01/2018	11	1054077
12	28	04/08/2017	24/09/2017	9	1334891
12	19	04/08/2017	26/11/2017	5	1278669
12	14	04/08/2017	19/01/2018	12	3202360
12	34	04/08/2017	10/10/2017	6	2942326
12	8	04/08/2017	13/03/2018	11	3733982
12	26	04/08/2017	03/02/2018	11	883345
12	14	04/08/2017	06/03/2018	10	2266455
13	15	04/08/2017	30/11/2017	14	3370874
16	24	04/08/2017	29/12/2017	10	3274788
16	26	04/08/2017	25/02/2018	10	89344
17	46	03/08/2017	27/11/2017	14	3285058
17	37	03/08/2017	31/12/2017	15	4238014
17	46	03/08/2017	27/02/2018	8	2444455
17	18	04/08/2017	01/11/2017	14	4553738
17	29	04/08/2017	15/12/2017	6	113731
17	29	04/08/2017	16/10/2017	13	1953021
17	29	04/08/2017	29/01/2018	10	668817
17	27	04/08/2017	09/03/2018	15	542074
17	46	04/08/2017	26/02/2018	12	1656601
17	42	04/08/2017	27/12/2017	8	4458823
17	37	04/08/2017	01/09/2017	11	615747
17	46	04/08/2017	07/10/2017	6	278677
9	24	04/08/2017	14/10/2017	11	3936197
9	24	04/08/2017	04/12/2017	9	1091455
9	24	04/08/2017	27/11/2017	7	3852907
9	18	04/08/2017	12/12/2017	10	2892282
9	28	04/08/2017	24/09/2017	8	4598669
9	5	04/08/2017	30/10/2017	6	1728499
9	24	04/08/2017	24/12/2017	6	1356234
9	42	04/08/2017	17/01/2018	15	3854350
35	12	04/08/2017	09/10/2017	6	2604940
4	15	04/08/2017	24/10/2017	14	2836327
4	5	04/08/2017	21/01/2018	12	2549260
20	26	04/08/2017	20/12/2017	12	365241
20	27	04/08/2017	04/12/2017	13	2804881
20	7	04/08/2017	28/01/2018	14	3332453
8	10	04/08/2017	09/09/2017	8	4819163
8	36	04/08/2017	05/12/2017	11	630508
29	12	04/08/2017	23/11/2017	7	3536906
7	10	04/08/2017	04/03/2018	12	1270381
21	42	04/08/2017	26/02/2018	7	4789779
21	26	04/08/2017	23/01/2018	9	3363332
25	1	04/08/2017	17/03/2018	8	206856
25	15	04/08/2017	26/10/2017	13	3602130
25	1	04/08/2017	18/12/2017	9	3692701
33	38	03/08/2017	04/09/2017	9	1903288
33	38	04/08/2017	11/03/2018	15	1786902
23	43	04/08/2017	06/01/2018	15	492289
23	5	04/08/2017	11/09/2017	9	4833970
23	41	04/08/2017	13/02/2018	12	4016358
15	12	04/08/2017	11/02/2018	10	2835007
14	27	04/08/2017	11/01/2018	8	1728393
3	5	03/08/2017	22/01/2018	9	2226110
3	7	03/08/2017	27/01/2018	13	1118377
3	24	03/08/2017	19/09/2017	9	1363619
3	48	03/08/2017	12/02/2018	5	126785
3	42	03/08/2017	18/10/2017	13	500654
3	17	03/08/2017	29/10/2017	10	2942074
37	12	28/07/2017	08/01/2018	15	1077585
37	12	28/07/2017	01/10/2017	9	2618916
37	12	28/07/2017	06/10/2017	7	2937448
37	12	28/07/2017	03/11/2017	7	4077355
37	12	28/07/2017	15/03/2018	12	2048522
37	12	28/07/2017	14/12/2017	7	55971
37	12	28/07/2017	09/10/2017	11	630100
37	12	28/07/2017	14/02/2018	7	2130293
37	12	28/07/2017	08/01/2018	12	4395719
37	12	28/07/2017	28/11/2017	9	2746356
37	12	28/07/2017	14/10/2017	8	3150076
37	12	28/07/2017	02/11/2017	12	3382632
28	24	04/08/2017	15/09/2017	6	2711651
28	24	04/08/2017	07/03/2018	10	4593309
28	32	04/08/2017	03/12/2017	5	1125647
5	42	28/07/2017	23/01/2018	7	2805999
12	43	07/08/2017	30/10/2017	10	2834306
12	18	07/08/2017	09/09/2017	12	4216465
12	10	07/08/2017	27/02/2018	11	2858043
12	33	07/08/2017	14/11/2017	14	3760135
12	28	07/08/2017	07/03/2018	15	3996770
12	11	07/08/2017	14/02/2018	5	4912872
12	21	07/08/2017	22/02/2018	5	55918
12	34	07/08/2017	21/11/2017	12	3014054
12	35	07/08/2017	14/12/2017	7	995298
12	26	07/08/2017	15/10/2017	13	3920002
2	27	04/08/2017	27/02/2018	8	2838530
13	15	07/08/2017	04/03/2018	7	4255055
13	41	07/08/2017	09/01/2018	6	4146260
13	41	07/08/2017	23/02/2018	15	3229969
13	16	07/08/2017	19/10/2017	14	2569366
33	38	07/08/2017	10/10/2017	15	2878574
10	8	07/08/2017	25/02/2018	14	145469
19	8	07/08/2017	06/09/2017	9	3133564
16	26	07/08/2017	01/10/2017	13	4912231
16	24	07/08/2017	06/02/2018	13	282811
9	24	07/08/2017	30/11/2017	10	4708500
9	24	07/08/2017	01/10/2017	11	1333880
9	28	07/08/2017	05/02/2018	10	2788118
9	24	07/08/2017	13/09/2017	15	2241529
9	24	07/08/2017	31/01/2018	8	1464579
9	24	07/08/2017	09/11/2017	7	2176548
17	46	07/08/2017	11/11/2017	8	2005287
17	37	07/08/2017	17/01/2018	15	1097169
17	46	07/08/2017	27/01/2018	6	2884569
4	7	07/08/2017	09/12/2017	12	2545539
4	27	07/08/2017	20/02/2018	15	1933911
4	8	07/08/2017	30/01/2018	6	4757750
4	5	07/08/2017	09/09/2017	12	1734380
25	1	07/08/2017	25/09/2017	10	929018
15	28	07/08/2017	23/10/2017	10	264248
15	12	07/08/2017	21/12/2017	5	2489994
24	7	07/08/2017	02/02/2018	8	2653862
23	5	07/08/2017	05/01/2018	13	3264189
23	5	07/08/2017	09/10/2017	14	3560499
23	8	07/08/2017	02/02/2018	9	355014
1	45	30/06/2017	05/03/2018	13	3409629
28	18	07/08/2017	22/12/2017	10	4028102
28	5	07/08/2017	10/09/2017	8	3372314
28	32	07/08/2017	11/12/2017	12	4980271
3	5	07/08/2017	30/09/2017	15	2908472
3	27	07/08/2017	23/02/2018	14	4389315
3	5	07/08/2017	23/09/2017	9	749523
3	14	07/08/2017	05/10/2017	8	2398524
3	42	07/08/2017	29/12/2017	8	4067951
3	17	07/08/2017	31/01/2018	7	4757488
12	15	08/08/2017	02/12/2017	7	3582372
12	10	08/08/2017	07/03/2018	6	2887425
12	33	08/08/2017	26/09/2017	14	2801442
12	34	08/08/2017	25/01/2018	14	3002885
12	35	08/08/2017	17/03/2018	13	3775434
12	19	08/08/2017	30/01/2018	7	3545279
2	12	28/07/2017	17/03/2018	5	1749768
11	26	08/08/2017	21/11/2017	5	4777929
20	43	08/08/2017	21/02/2018	7	1937551
20	8	08/08/2017	25/11/2017	8	2817596
10	7	08/08/2017	16/12/2017	9	3096555
13	28	08/08/2017	08/03/2018	9	1922829
13	19	08/08/2017	18/02/2018	10	2010396
14	26	08/08/2017	30/01/2018	11	541443
14	27	08/08/2017	05/11/2017	9	4326699
14	26	08/08/2017	12/11/2017	15	4199854
14	26	08/08/2017	22/01/2018	7	522866
4	42	08/08/2017	15/02/2018	6	159487
9	28	08/08/2017	25/02/2018	14	2200044
16	26	08/08/2017	26/12/2017	14	1357769
16	24	08/08/2017	13/10/2017	5	299156
16	19	08/08/2017	03/11/2017	5	3331698
16	19	08/08/2017	24/02/2018	14	2062349
17	46	08/08/2017	21/11/2017	15	1655833
17	37	08/08/2017	11/11/2017	13	866680
17	46	08/08/2017	20/11/2017	13	4332221
38	33	07/08/2017	03/03/2018	14	2633883
33	38	08/08/2017	06/01/2018	5	2009889
28	24	08/08/2017	03/10/2017	7	3645663
28	18	08/08/2017	20/09/2017	11	3300580
28	32	08/08/2017	13/01/2018	10	2039033
25	1	08/08/2017	05/11/2017	12	18106
25	19	08/08/2017	12/12/2017	5	2893902
29	21	08/08/2017	16/12/2017	12	176836
29	24	08/08/2017	22/10/2017	9	2579748
29	7	08/08/2017	02/02/2018	9	386912
36	8	08/08/2017	26/11/2017	14	2898810
12	11	09/08/2017	03/02/2018	10	3245351
12	43	09/08/2017	17/02/2018	15	4787129
12	21	09/08/2017	06/12/2017	7	3591452
12	19	09/08/2017	30/11/2017	9	2532855
12	28	09/08/2017	03/11/2017	13	1163176
12	35	09/08/2017	06/03/2018	12	1128482
12	34	09/08/2017	03/11/2017	11	2510896
12	28	09/08/2017	18/02/2018	5	2263651
13	19	09/08/2017	10/03/2018	9	529817
13	16	09/08/2017	23/11/2017	15	3365309
14	26	09/08/2017	07/12/2017	9	997185
16	26	09/08/2017	29/10/2017	11	3836067
16	24	09/08/2017	20/12/2017	8	4756548
26	20	09/08/2017	04/03/2018	11	3968774
28	32	09/08/2017	30/10/2017	15	986055
25	1	09/08/2017	18/02/2018	10	580163
39	27	09/08/2017	31/01/2018	14	2390146
39	26	09/08/2017	13/02/2018	12	1855151
33	38	09/08/2017	21/12/2017	6	534466
17	46	09/08/2017	19/09/2017	13	4411163
17	37	09/08/2017	20/10/2017	15	1149773
17	46	09/08/2017	05/11/2017	13	80032
15	43	09/08/2017	08/12/2017	6	4063430
8	33	09/08/2017	09/12/2017	15	4471309
36	8	09/08/2017	29/12/2017	5	3189859
30	12	10/08/2017	23/10/2017	11	3213870
31	12	09/08/2017	28/11/2017	10	2667433
12	13	10/08/2017	12/11/2017	15	1747165
12	10	10/08/2017	15/03/2018	15	2480365
12	26	10/08/2017	20/12/2017	15	2441368
12	11	10/08/2017	10/11/2017	5	3645978
12	43	10/08/2017	05/03/2018	6	486255
12	33	10/08/2017	04/09/2017	6	2691775
12	14	10/08/2017	28/09/2017	11	2007891
12	19	10/08/2017	06/09/2017	11	3697875
12	34	10/08/2017	25/01/2018	15	3196399
12	35	10/08/2017	05/09/2017	15	2763033
12	26	10/08/2017	01/12/2017	13	2237161
3	5	08/08/2017	03/10/2017	5	4559352
3	5	08/08/2017	16/11/2017	15	4870554
3	42	08/08/2017	05/11/2017	5	1182750
15	28	10/08/2017	07/11/2017	6	654887
9	28	10/08/2017	02/02/2018	11	3178889
3	5	09/08/2017	26/12/2017	12	772440
3	26	09/08/2017	15/01/2018	6	938521
3	26	09/08/2017	13/11/2017	7	4870774
3	29	09/08/2017	14/10/2017	14	1609436
3	29	09/08/2017	30/09/2017	11	4959009
3	42	09/08/2017	12/01/2018	11	3486467
4	42	10/08/2017	03/10/2017	5	3177570
10	7	10/08/2017	18/10/2017	13	4007652
23	5	10/08/2017	22/12/2017	12	2161074
23	34	10/08/2017	08/01/2018	14	1482946
23	1	10/08/2017	17/12/2017	12	1013374
23	34	10/08/2017	25/09/2017	7	3405112
23	5	10/08/2017	04/09/2017	7	722570
33	38	10/08/2017	26/10/2017	9	1339404
16	26	10/08/2017	18/03/2018	14	4403201
16	19	10/08/2017	29/10/2017	10	2136942
21	26	10/08/2017	21/02/2018	7	4669359
28	24	10/08/2017	11/02/2018	12	4237850
28	32	10/08/2017	28/02/2018	14	1094724
29	28	10/08/2017	19/11/2017	12	4879595
25	1	10/08/2017	23/10/2017	8	4097579
31	12	10/08/2017	31/10/2017	8	2022026
30	12	11/08/2017	10/11/2017	14	962853
36	27	10/08/2017	05/12/2017	9	332743
12	26	11/08/2017	05/09/2017	9	88870
12	15	11/08/2017	11/09/2017	8	3786371
12	11	11/08/2017	30/10/2017	13	978208
12	26	11/08/2017	10/03/2018	11	3375936
12	19	11/08/2017	13/10/2017	6	3302148
12	35	11/08/2017	11/09/2017	8	1790402
12	28	11/08/2017	03/12/2017	7	1671299
13	19	11/08/2017	20/11/2017	7	1691549
13	16	11/08/2017	10/03/2018	13	983715
14	12	11/08/2017	13/01/2018	12	4843954
14	26	11/08/2017	05/09/2017	12	3947014
14	27	11/08/2017	01/01/2018	7	3946644
16	26	11/08/2017	02/12/2017	14	4479381
4	42	11/08/2017	26/10/2017	8	4116928
19	16	11/08/2017	05/12/2017	9	2140275
